px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
-1.23084	10.8289	5.04636	4.33809	0.210717	radar	1.44407	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
-1.3516	10.5849	5.05951	4.33858	0.199083	lidar	1.35466	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
-1.42175	10.3256	5.07182	4.37141	0.239577	radar	2.33828	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
-1.53182	10.1024	5.07009	4.37094	0.226	lidar	0.756558	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
-1.62454	9.87129	5.06654	4.37377	0.211464	radar	0.224368	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
-1.71461	9.63966	5.06427	4.38054	0.20735	lidar	0.162585	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
-1.81972	9.39636	5.07616	4.39109	0.219469	radar	3.17026	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
-1.89645	9.12496	5.09298	4.40687	0.224037	lidar	3.45684	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
-1.99177	8.89899	5.08558	4.40047	0.193999	radar	1.08672	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
-2.08572	8.64998	5.09394	4.40439	0.187094	lidar	0.561834	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
-2.21454	8.40497	5.10878	4.39396	0.164845	radar	3.91868	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
-2.28009	8.16011	5.10671	4.40763	0.171009	lidar	0.116005	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
-2.35465	7.94072	5.09161	4.4109	0.161847	radar	4.27745	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
-2.45564	7.69313	5.10084	4.40938	0.1508	lidar	0.804816	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
-2.63493	7.46627	5.11202	4.35805	0.0607008	radar	6.09032	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
-2.73235	7.21498	5.12117	4.35899	0.0581726	lidar	0.739197	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
-2.79374	6.97628	5.11574	4.38123	0.0932323	radar	1.12321	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
-2.85938	6.74311	5.10631	4.39094	0.0986521	lidar	0.787474	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
-2.93614	6.50857	5.09702	4.37892	0.0546233	radar	4.07956	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
-3.0024	6.26298	5.09549	4.38813	0.0614366	lidar	0.324606	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
-3.12006	6.02215	5.10572	4.38199	0.0577393	radar	3.08724	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
-3.19535	5.76028	5.1159	4.38971	0.0627556	lidar	1.44235	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
-3.30522	5.51319	5.12375	4.3686	0.0144624	radar	2.41541	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
-3.39344	5.25932	5.13193	4.37013	0.0153457	lidar	0.680222	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
-3.4604	5.00973	5.13277	4.38632	0.0441606	radar	0.356302	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
-3.55534	4.74953	5.14668	4.38629	0.0421363	lidar	1.92092	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
-3.6662	4.49885	5.15654	4.36309	-0.0107801	radar	2.85765	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
-3.77705	4.24443	5.17041	4.35692	-0.0159919	lidar	2.43392	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
-3.86671	4.00118	5.17188	4.36471	0.00660118	radar	0.945183	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
-3.94708	3.75617	5.17092	4.36757	0.00898443	lidar	0.124123	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
-4.06292	3.54241	5.15986	4.3424	-0.039422	radar	3.08509	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
-4.154	3.29538	5.16333	4.34199	-0.0377515	lidar	0.156391	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
-4.27052	3.04475	5.17587	4.32446	-0.0703877	radar	1.41053	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
-4.35807	2.78398	5.18617	4.32691	-0.0639847	lidar	1.52762	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
-4.44701	2.52977	5.19264	4.33253	-0.0473329	radar	0.577769	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
-4.54449	2.27521	5.20169	4.33198	-0.0447792	lidar	1.01911	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
-4.65743	2.03851	5.20342	4.30214	-0.112001	radar	3.79346	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
-4.7639	1.78274	5.21549	4.29892	-0.10844	lidar	1.92892	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
-4.88963	1.53631	5.2274	4.27781	-0.143927	radar	1.3673	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
-4.96752	1.28788	5.22479	4.28108	-0.133836	lidar	2.49316	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
-5.06756	1.05581	5.21824	4.28152	-0.117452	radar	0.425234	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
-5.14499	0.8086	5.21501	4.28582	-0.107355	lidar	2.33846	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
-5.22471	0.522117	5.23929	4.29299	-0.100106	radar	6.96335	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
-5.30924	0.273776	5.23845	4.29575	-0.0918814	lidar	0.98233	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
-5.4248	0.0391336	5.23706	4.30178	-0.0561997	radar	5.88037	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
-5.50381	-0.211102	5.236	4.30797	-0.0463759	lidar	1.17325	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
-5.63214	-0.412983	5.21793	4.28892	-0.069207	radar	2.91444	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
-5.76086	-0.628663	5.2097	4.27497	-0.0815794	lidar	1.19977	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
-5.87186	-0.857706	5.20752	4.25321	-0.12914	radar	5.41386	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
-5.96782	-1.11008	5.21455	4.25675	-0.117185	lidar	0.950841	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
-6.04464	-1.37678	5.22515	4.2692	-0.0956096	radar	3.18204	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
-6.1754	-1.59865	5.22149	4.25598	-0.105748	lidar	0.510572	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
-6.32011	-1.82117	5.22718	4.21646	-0.183592	radar	4.24604	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
-6.42848	-2.06255	5.23025	4.21522	-0.173919	lidar	0.393618	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
-6.58819	-2.26777	5.22426	4.19256	-0.187662	radar	2.70568	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
-6.73062	-2.48575	5.22266	4.17765	-0.194481	lidar	0.163021	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
-6.89136	-2.69532	5.22246	4.15346	-0.216375	radar	0.97737	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
-6.99082	-2.94569	5.22928	4.16282	-0.191135	lidar	1.81636	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
-7.11759	-3.17438	5.22844	4.16315	-0.171501	radar	0.270109	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
-7.24369	-3.39003	5.22077	4.15622	-0.169892	lidar	0.824714	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
-7.38795	-3.63023	5.2344	4.15222	-0.162255	radar	4.36207	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
-7.54377	-3.81341	5.21618	4.12854	-0.182439	lidar	2.95636	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
-7.68626	-4.02456	5.2129	4.11672	-0.188615	radar	0.5835	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
-7.83649	-4.24321	5.21629	4.10738	-0.188373	lidar	0.131749	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
-7.98552	-4.46202	5.21882	4.10072	-0.183016	radar	0.291767	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
-8.14103	-4.68395	5.22596	4.09266	-0.181395	lidar	0.538651	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
-8.27678	-4.90393	5.2187	4.10353	-0.139065	radar	2.5434	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
-8.41305	-5.12245	5.21715	4.10247	-0.131767	lidar	0.181015	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
-8.5597	-5.31076	5.19641	4.10036	-0.111656	radar	4.79744	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
-8.74294	-5.50575	5.19848	4.0789	-0.13131	lidar	0.881094	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
-8.89907	-5.71185	5.19538	4.07505	-0.122273	radar	0.497819	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
-9.06043	-5.9047	5.18928	4.06251	-0.130313	lidar	0.31215	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
-9.19208	-6.09044	5.16323	4.0687	-0.101297	radar	8.01466	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
-9.38195	-6.22931	5.13929	4.03301	-0.139379	lidar	4.86395	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
-9.55267	-6.42259	5.13662	4.02555	-0.134364	radar	1.0566	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
-9.70586	-6.61915	5.13239	4.02184	-0.130735	lidar	0.27209	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
-9.94289	-6.76489	5.13429	3.97312	-0.1863	radar	6.49858	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
-10.1466	-6.92368	5.13021	3.94493	-0.209594	lidar	0.478562	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
-10.3293	-7.08853	5.12277	3.92704	-0.219626	radar	1.54008	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
-10.5524	-7.24702	5.12819	3.89599	-0.244019	lidar	1.33694	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
-10.7642	-7.38501	5.12045	3.86411	-0.269058	radar	2.45404	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
-11.0011	-7.52776	5.12648	3.82857	-0.295783	lidar	1.48101	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
-11.1895	-7.67646	5.11341	3.81437	-0.294118	radar	1.88444	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
-11.3567	-7.83592	5.10012	3.81035	-0.282271	lidar	2.57132	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
-11.5572	-7.96521	5.0852	3.78772	-0.292634	radar	2.90117	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
-11.755	-8.08163	5.06787	3.76195	-0.308188	lidar	3.2521	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
-11.9606	-8.19948	5.04714	3.73809	-0.318612	radar	4.18243	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
-12.1858	-8.2934	5.0362	3.70032	-0.346638	lidar	1.47811	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
-12.4105	-8.40888	5.03907	3.67451	-0.35618	radar	1.74206	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
-12.6275	-8.4949	5.0242	3.641	-0.377317	lidar	2.66116	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
